s,a,ns,N0,N1,vs0,vs1
0.0,0.0,19.0,1.859824851440797,3.647857116987605,3.5014,3.463
8.0,1.0,19.0,1.8312692152943015,3.706208970798607,2.3522,3.5281
8.0,1.0,19.0,1.8321442152943013,3.706208970798607,2.3497,3.5285
0.0,0.0,19.0,1.7499498514407967,3.654357116987605,2.3492,3.5284
3.0,2.0,19.0,1.5079441893309768,3.608172695882885,2.3478,3.5286
8.0,1.0,19.0,1.8443942152943016,3.7054589707986074,2.3474,3.5287
0.0,2.0,19.0,2.4363516994469547,3.6020068495797464,2.3443,3.5289
1.0,1.0,18.0,3.4606062353209888,3.4307842777549435,3.7413,3.4483
9.0,2.0,18.0,1.5478408888618274,3.7197120865459192,2.299,3.8037
9.0,2.0,18.0,1.5478408888618274,3.7197120865459192,2.299,3.8037
9.0,2.0,18.0,1.5478408888618274,3.7197120865459192,2.299,3.8037
10.0,0.0,16.0,3.391903387888147,3.0256887102826298,3.3178,2.9348
10.0,1.0,16.0,3.4849531135600875,3.066558341633013,3.3187,2.9339
10.0,1.0,16.0,3.4848281135600883,3.066558341633013,3.318,2.9346
10.0,0.0,16.0,1.4815283878881471,3.6336887102826303,1.2768,3.5473
10.0,1.0,16.0,1.4833281135600884,3.6498083416330127,1.2753,3.5475
10.0,0.0,16.0,1.4809033878881472,3.6338137102826296,1.2732,3.5476
10.0,0.0,16.0,1.4809033878881472,3.6338137102826296,1.2732,3.5476
10.0,1.0,16.0,1.4800781135600882,3.649933341633013,1.2721,3.5476
10.0,0.0,16.0,1.5617783878881475,3.6299387102826297,1.2718,3.5476
11.0,0.0,13.0,3.541844718781547,3.09125377405745,3.7447,3.0706
11.0,0.0,13.0,1.8798447187815464,3.62875377405745,2.3062,3.5614
11.0,0.0,13.0,3.1049697187815464,3.2325037740574505,2.3428,3.5244
11.0,0.0,13.0,1.9218447187815464,3.6277537740574495,2.3046,3.5617
11.0,0.0,13.0,1.8790947187815468,3.62875377405745,2.3015,3.5619
11.0,0.0,13.0,1.8785947187815464,3.6288787740574504,2.3009,3.562
11.0,2.0,13.0,1.8431940383791783,3.625855398082285,2.3345,3.5255
11.0,1.0,13.0,1.7985616954002863,3.5502663292493533,2.2833,3.5622
11.0,1.0,13.0,1.7985616954002863,3.5502663292493533,2.2833,3.5622
11.0,1.0,13.0,1.7985616954002863,3.5502663292493533,2.2833,3.5622
11.0,0.0,13.0,1.8724697187815469,3.62900377405745,2.2825,3.5623
1.0,1.0,18.0,3.4606062353209888,3.4307842777549435,3.7413,3.4483
1.0,1.0,18.0,1.9457312353209888,3.862159277754943,2.3116,3.8034
1.0,0.0,18.0,1.6142704847897504,3.9116548177813306,2.3091,3.8036
12.0,2.0,18.0,1.781162066642568,3.6224441853323865,2.2988,3.8037
4.0,1.0,18.0,1.6114077723020503,3.8343319519829855,2.2981,3.8037
0.0,0.0,19.0,3.5771998514407963,3.0094821169876043,3.5016,3.4628
0.0,0.0,19.0,1.859824851440797,3.647857116987605,3.5014,3.463
0.0,0.0,19.0,1.7376998514407966,3.654607116987605,2.3638,3.5269
3.0,1.0,19.0,1.5216838815970255,3.626757674184947,2.355,3.5278
13.0,0.0,19.0,1.8245428393196597,3.599163675593588,2.3466,3.5287
8.0,2.0,19.0,1.5893763230447633,3.6769658119654394,2.3461,3.5287
0.0,2.0,19.0,2.4363516994469547,3.6020068495797464,2.3443,3.5289
0.0,0.0,19.0,1.859824851440797,3.647857116987605,3.5014,3.463
0.0,0.0,19.0,1.8759498514407968,3.646607116987605,3.5018,3.4626
0.0,0.0,19.0,3.5771998514407963,3.0094821169876043,3.5016,3.4628
14.0,2.0,19.0,1.7454840717795916,3.625856343547563,2.3482,3.5287
14.0,2.0,19.0,1.7454840717795916,3.625856343547563,2.3482,3.5287
14.0,2.0,19.0,1.7454840717795916,3.625856343547563,2.3482,3.5287
14.0,2.0,19.0,1.7454840717795916,3.625856343547563,2.3482,3.5287
14.0,2.0,19.0,1.7454840717795916,3.625856343547563,2.3482,3.5287
14.0,2.0,19.0,1.7488590717795918,3.625856343547563,2.346,3.5289
14.0,2.0,19.0,1.7488590717795918,3.625856343547563,2.346,3.5289
3.0,1.0,19.0,1.5203088815970256,3.626882674184947,2.3445,3.5289
14.0,2.0,19.0,1.751109071779592,3.625731343547563,2.3439,3.5289
15.0,0.0,16.0,3.468882192577123,3.002194015971257,3.3184,2.9342
10.0,1.0,16.0,3.4848281135600883,3.066558341633013,3.318,2.9346
15.0,0.0,16.0,1.3627571925771227,3.6664440159712566,1.2795,3.5468
15.0,0.0,16.0,1.3547571925771231,3.6668190159712566,1.2769,3.5473
15.0,0.0,16.0,1.3547571925771231,3.6668190159712566,1.2769,3.5473
15.0,0.0,16.0,1.3610071925771228,3.6664440159712566,1.2763,3.5474
15.0,0.0,16.0,1.3610071925771228,3.6664440159712566,1.2763,3.5474
15.0,0.0,16.0,1.360757192577123,3.6664440159712566,1.2756,3.5474
10.0,1.0,16.0,1.4833281135600884,3.6498083416330127,1.2753,3.5475
15.0,0.0,16.0,1.3605071925771228,3.6664440159712566,1.275,3.5475
10.0,1.0,16.0,1.4755781135600883,3.6500583416330135,1.2748,3.5475
15.0,0.0,16.0,1.3601321925771228,3.6664440159712566,1.2739,3.5475
10.0,1.0,16.0,1.4803281135600883,3.649933341633013,1.2733,3.5475
15.0,0.0,16.0,3.468882192577123,3.002194015971257,3.3184,2.9342
10.0,1.0,16.0,3.4848281135600883,3.066558341633013,3.318,2.9346
10.0,0.0,16.0,1.4834033878881474,3.6336887102826303,1.2772,3.5472
10.0,0.0,16.0,1.4834033878881474,3.6336887102826303,1.2772,3.5472
10.0,0.0,16.0,1.4815283878881471,3.6336887102826303,1.2768,3.5473
15.0,0.0,16.0,1.3610071925771228,3.6664440159712566,1.2763,3.5474
15.0,0.0,16.0,1.3610071925771228,3.6664440159712566,1.2763,3.5474
15.0,0.0,16.0,1.3610071925771228,3.6664440159712566,1.2763,3.5474
10.0,1.0,16.0,1.4833281135600884,3.6498083416330127,1.2753,3.5475
10.0,0.0,16.0,1.5617783878881475,3.6299387102826297,1.2718,3.5476
10.0,1.0,16.0,1.4749531135600884,3.6500583416330135,1.2705,3.5476
10.0,1.0,16.0,1.4749531135600884,3.6500583416330135,1.2705,3.5476
17.0,2.0,15.0,3.5077713462054625,3.1851860768211893,3.5277,3.1042
17.0,0.0,15.0,1.3245550236545915,3.684661636044122,1.2105,3.639
17.0,0.0,15.0,1.2998050236545915,3.685911636044121,1.2086,3.6391
7.0,0.0,15.0,1.5683893486059768,3.7654744974015215,1.2051,3.6392
17.0,0.0,15.0,1.2965550236545913,3.6860366360441215,1.2048,3.6392
17.0,0.0,15.0,1.3209300236545918,3.6847866360441217,1.2041,3.6392
15.0,0.0,16.0,3.468882192577123,3.002194015971257,3.3184,2.9342
10.0,0.0,16.0,1.4834033878881474,3.6336887102826303,1.2772,3.5472
15.0,0.0,16.0,1.360757192577123,3.6664440159712566,1.2756,3.5474
10.0,0.0,16.0,1.5626533878881477,3.6299387102826297,1.2745,3.5475
10.0,0.0,16.0,1.5626533878881477,3.6299387102826297,1.2745,3.5475
10.0,1.0,16.0,1.4804531135600885,3.649933341633013,1.2743,3.5475
15.0,0.0,16.0,1.3520071925771229,3.666944015971256,1.2722,3.5476
15.0,0.0,16.0,1.3520071925771229,3.666944015971256,1.2722,3.5476
15.0,0.0,16.0,1.3520071925771229,3.666944015971256,1.2722,3.5476
10.0,0.0,16.0,1.5617783878881475,3.6299387102826297,1.2718,3.5476
10.0,0.0,16.0,1.5617783878881475,3.6299387102826297,1.2718,3.5476
10.0,0.0,16.0,1.5617783878881475,3.6299387102826297,1.2718,3.5476
10.0,0.0,16.0,1.5617783878881475,3.6299387102826297,1.2718,3.5476
10.0,0.0,16.0,1.5617783878881475,3.6299387102826297,1.2718,3.5476
10.0,0.0,16.0,1.5617783878881475,3.6299387102826297,1.2718,3.5476
10.0,0.0,16.0,1.5617783878881475,3.6299387102826297,1.2718,3.5476
10.0,0.0,16.0,1.5617783878881475,3.6299387102826297,1.2718,3.5476
18.0,1.0,16.0,1.7910606838577896,3.731098390932495,1.2713,3.5476
10.0,1.0,16.0,1.4749531135600884,3.6500583416330135,1.2705,3.5476
10.0,1.0,16.0,1.4749531135600884,3.6500583416330135,1.2705,3.5476
10.0,1.0,16.0,1.4749531135600884,3.6500583416330135,1.2705,3.5476
10.0,1.0,16.0,1.4749531135600884,3.6500583416330135,1.2705,3.5476
10.0,1.0,16.0,1.4749531135600884,3.6500583416330135,1.2705,3.5476
10.0,1.0,16.0,1.4749531135600884,3.6500583416330135,1.2705,3.5476
10.0,1.0,16.0,1.4749531135600884,3.6500583416330135,1.2705,3.5476
1.0,1.0,18.0,3.4606062353209888,3.4307842777549435,3.7413,3.4483
1.0,1.0,18.0,1.9222312353209887,3.864659277754943,2.3087,3.8036
1.0,2.0,18.0,1.8246443821302467,3.8173626847975055,2.2992,3.8037
1.0,2.0,18.0,1.8246443821302467,3.8173626847975055,2.2992,3.8037
